Type,ID,SKU/SELECTION,NAME/DESCRIPTION,UNIT,QYT,Brands,Attribute 1 value(s),PRICE,WHOLESALE PRICE,VAT  TYPE,DISC %,DISCOUNT,EXCLUSIVE,VAT,TOTAL,Description ( WEBSITE ),Categories
simple,32398-11-Black,DF-USHOE-11,"ULTECO SAFETY SHOE BLACK DROMEX - Size 11, Colour Black",,,Dromex,"Size: 11
Colour: Black",R 536.00,R 516.00,,,,,,,"DROMEX ULTECO SAFETY SHOE BLACK by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Foot protection, Workwear & PPE > PPE, PPE, PPE > Safety & Equipment, Workwear & PPE > Safety Shoes, Safety Wear & Equipment, Workwear & PPE > Shoes, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,32398-12-Black,DF-USHOE-12,"ULTECO SAFETY SHOE BLACK DROMEX - Size 12, Colour Black",,,Dromex,"Size: 12
Colour: Black",R 536.00,R 516.00,,,,,,,"DROMEX ULTECO SAFETY SHOE BLACK by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Foot protection, Workwear & PPE > PPE, PPE, PPE > Safety & Equipment, Workwear & PPE > Safety Shoes, Safety Wear & Equipment, Workwear & PPE > Shoes, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,32398-13-Black,DF-USHOE-13,"ULTECO SAFETY SHOE BLACK DROMEX - Size 13, Colour Black",,,Dromex,"Size: 13
Colour: Black",R 536.00,R 516.00,,,,,,,"DROMEX ULTECO SAFETY SHOE BLACK by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Foot protection, Workwear & PPE > PPE, PPE, PPE > Safety & Equipment, Workwear & PPE > Safety Shoes, Safety Wear & Equipment, Workwear & PPE > Shoes, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,32400-3-Black,DF-SK7026-3,"ULTECO PLUS, SK7026, S3 BOOT, DROMEX - Size 3, Colour Black",,,Dromex,"Size: 3
Colour: Black",R 686.00,R 660.00,,,,,,,"DROMEX ULTECO SAFETY SHOE BLACK by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Foot protection, PPE, Workwear & PPE > PPE, PPE > Safety & Equipment, Workwear & PPE > Safety Shoes, Safety Wear & Equipment, Workwear & PPE > Shoes, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,32400-4-Black,DF-SK7026-4,"ULTECO PLUS, SK7026, S3 BOOT, DROMEX - Size 4, Colour Black",,,Dromex,"Size: 4
Colour: Black",R 686.00,R 660.00,,,,,,,"DROMEX ULTECO SAFETY SHOE BLACK by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Foot protection, PPE, Workwear & PPE > PPE, PPE > Safety & Equipment, Workwear & PPE > Safety Shoes, Safety Wear & Equipment, Workwear & PPE > Shoes, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,32400-5-Black,DF-SK7026-5,"ULTECO PLUS, SK7026, S3 BOOT, DROMEX - Size 5, Colour Black",,,Dromex,"Size: 5
Colour: Black",R 686.00,R 660.00,,,,,,,"DROMEX ULTECO SAFETY SHOE BLACK by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Foot protection, PPE, Workwear & PPE > PPE, PPE > Safety & Equipment, Workwear & PPE > Safety Shoes, Safety Wear & Equipment, Workwear & PPE > Shoes, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,32400-6-Black,DF-SK7026-6,"ULTECO PLUS, SK7026, S3 BOOT, DROMEX - Size 6, Colour Black",,,Dromex,"Size: 6
Colour: Black",R 686.00,R 660.00,,,,,,,"DROMEX ULTECO SAFETY SHOE BLACK by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Foot protection, PPE, Workwear & PPE > PPE, PPE > Safety & Equipment, Workwear & PPE > Safety Shoes, Safety Wear & Equipment, Workwear & PPE > Shoes, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,32400-7-Black,DF-SK7026-7,"ULTECO PLUS, SK7026, S3 BOOT, DROMEX - Size 7, Colour Black",,,Dromex,"Size: 7
Colour: Black",R 686.00,R 660.00,,,,,,,"DROMEX ULTECO SAFETY SHOE BLACK by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Foot protection, PPE, Workwear & PPE > PPE, PPE > Safety & Equipment, Workwear & PPE > Safety Shoes, Safety Wear & Equipment, Workwear & PPE > Shoes, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,32400-8-Black,DF-SK7026-8,"ULTECO PLUS, SK7026, S3 BOOT, DROMEX - Size 8, Colour Black",,,Dromex,"Size: 8
Colour: Black",R 686.00,R 660.00,,,,,,,"DROMEX ULTECO SAFETY SHOE BLACK by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Foot protection, PPE, Workwear & PPE > PPE, PPE > Safety & Equipment, Workwear & PPE > Safety Shoes, Safety Wear & Equipment, Workwear & PPE > Shoes, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,32400-9-Black,DF-SK7026-9,"ULTECO PLUS, SK7026, S3 BOOT, DROMEX - Size 9, Colour Black",,,Dromex,"Size: 9
Colour: Black",R 686.00,R 660.00,,,,,,,"DROMEX ULTECO SAFETY SHOE BLACK by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Foot protection, PPE, Workwear & PPE > PPE, PPE > Safety & Equipment, Workwear & PPE > Safety Shoes, Safety Wear & Equipment, Workwear & PPE > Shoes, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,32400-10-Black,DF-SK7026-10,"ULTECO PLUS, SK7026, S3 BOOT, DROMEX - Size 10, Colour Black",,,Dromex,"Size: 10
Colour: Black",R 686.00,R 660.00,,,,,,,"DROMEX ULTECO SAFETY SHOE BLACK by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Foot protection, PPE, Workwear & PPE > PPE, PPE > Safety & Equipment, Workwear & PPE > Safety Shoes, Safety Wear & Equipment, Workwear & PPE > Shoes, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,32400-11-Black,DF-SK7026-11,"ULTECO PLUS, SK7026, S3 BOOT, DROMEX - Size 11, Colour Black",,,Dromex,"Size: 11
Colour: Black",R 686.00,R 660.00,,,,,,,"DROMEX ULTECO SAFETY SHOE BLACK by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Foot protection, PPE, Workwear & PPE > PPE, PPE > Safety & Equipment, Workwear & PPE > Safety Shoes, Safety Wear & Equipment, Workwear & PPE > Shoes, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,32400-12-Black,DF-SK7026-12,"ULTECO PLUS, SK7026, S3 BOOT, DROMEX - Size 12, Colour Black",,,Dromex,"Size: 12
Colour: Black",R 686.00,R 660.00,,,,,,,"DROMEX ULTECO SAFETY SHOE BLACK by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Foot protection, PPE, Workwear & PPE > PPE, PPE > Safety & Equipment, Workwear & PPE > Safety Shoes, Safety Wear & Equipment, Workwear & PPE > Shoes, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,32400-13-Black,DF-SK7026-13,"ULTECO PLUS, SK7026, S3 BOOT, DROMEX - Size 13, Colour Black",,,Dromex,"Size: 13
Colour: Black",R 686.00,R 660.00,,,,,,,"DROMEX ULTECO SAFETY SHOE BLACK by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Foot protection, PPE, Workwear & PPE > PPE, PPE > Safety & Equipment, Workwear & PPE > Safety Shoes, Safety Wear & Equipment, Workwear & PPE > Shoes, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,32402-2-Black,DF-NOBUHLE-2,"LADIES NOBUHLE BOOT, DROMEX - Size 2, Colour Black",,,Dromex,"Size: 2
Colour: Black",R 701.00,R 674.00,,,,,,,"DROMEX LADIES NOBUHLE BOOT by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Foot protection, PPE, Workwear & PPE > PPE, PPE > Safety & Equipment, Workwear & PPE > Safety Shoes, Safety Wear & Equipment, Workwear & PPE > Shoes, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,32402-3-Black,DF-NOBUHLE-3,"LADIES NOBUHLE BOOT, DROMEX - Size 3, Colour Black",,,Dromex,"Size: 3
Colour: Black",R 701.00,R 674.00,,,,,,,"DROMEX LADIES NOBUHLE BOOT by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Foot protection, PPE, Workwear & PPE > PPE, PPE > Safety & Equipment, Workwear & PPE > Safety Shoes, Safety Wear & Equipment, Workwear & PPE > Shoes, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,32402-4-Black,DF-NOBUHLE-4,"LADIES NOBUHLE BOOT, DROMEX - Size 4, Colour Black",,,Dromex,"Size: 4
Colour: Black",R 701.00,R 674.00,,,,,,,"DROMEX LADIES NOBUHLE BOOT by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Foot protection, PPE, Workwear & PPE > PPE, PPE > Safety & Equipment, Workwear & PPE > Safety Shoes, Safety Wear & Equipment, Workwear & PPE > Shoes, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,32402-5-Black,DF-NOBUHLE-5,"LADIES NOBUHLE BOOT, DROMEX - Size 5, Colour Black",,,Dromex,"Size: 5
Colour: Black",R 701.00,R 674.00,,,,,,,"DROMEX LADIES NOBUHLE BOOT by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Foot protection, PPE, Workwear & PPE > PPE, PPE > Safety & Equipment, Workwear & PPE > Safety Shoes, Safety Wear & Equipment, Workwear & PPE > Shoes, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,32402-6-Black,DF-NOBUHLE-6,"LADIES NOBUHLE BOOT, DROMEX - Size 6, Colour Black",,,Dromex,"Size: 6
Colour: Black",R 701.00,R 674.00,,,,,,,"DROMEX LADIES NOBUHLE BOOT by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Foot protection, PPE, Workwear & PPE > PPE, PPE > Safety & Equipment, Workwear & PPE > Safety Shoes, Safety Wear & Equipment, Workwear & PPE > Shoes, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,32402-7-Black,DF-NOBUHLE-7,"LADIES NOBUHLE BOOT, DROMEX - Size 7, Colour Black",,,Dromex,"Size: 7
Colour: Black",R 701.00,R 674.00,,,,,,,"DROMEX LADIES NOBUHLE BOOT by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Foot protection, PPE, Workwear & PPE > PPE, PPE > Safety & Equipment, Workwear & PPE > Safety Shoes, Safety Wear & Equipment, Workwear & PPE > Shoes, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,32402-8-Black,DF-NOBUHLE-8,"LADIES NOBUHLE BOOT, DROMEX - Size 8, Colour Black",,,Dromex,"Size: 8
Colour: Black",R 701.00,R 674.00,,,,,,,"DROMEX LADIES NOBUHLE BOOT by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Foot protection, PPE, Workwear & PPE > PPE, PPE > Safety & Equipment, Workwear & PPE > Safety Shoes, Safety Wear & Equipment, Workwear & PPE > Shoes, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,32402-9-Black,DF-NOBUHLE-9,"LADIES NOBUHLE BOOT, DROMEX - Size 9, Colour Black",,,Dromex,"Size: 9
Colour: Black",R 701.00,R 674.00,,,,,,,"DROMEX LADIES NOBUHLE BOOT by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Foot protection, PPE, Workwear & PPE > PPE, PPE > Safety & Equipment, Workwear & PPE > Safety Shoes, Safety Wear & Equipment, Workwear & PPE > Shoes, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,32404-3-BlackorBrown,DF-CHELSEA-XX-3,"CRAZY HORSE LEATHER CHELSEA BOOT BLK & BR DROMEX CHELSEA COLOURS XX BOOT, SIZE 3 - Size 3, Colour Black or Brown",,,Dromex,"Size: 3
Colour: Black or Brown",R 894.00,R 859.00,,,,,,,"DROMEX CHELSEA COLOURS XX BOOT by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Workwear & PPE > Boots, Hospitality, Automotive > PPE, Workwear & PPE > PPE, Safety Wear & Equipment > PPE, Hospitality > PPE, PPE, Safety Wear & Equipment, Security, PPE > Workwear, Security > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,32404-4-BlackorBrown,DF-CHELSEA-XX-4,"CRAZY HORSE LEATHER CHELSEA BOOT BLK & BR DROMEX CHELSEA COLOURS XX BOOT, SIZE 3 - Size 4, Colour Black or Brown",,,Dromex,"Size: 4
Colour: Black or Brown",R 894.00,R 859.00,,,,,,,"DROMEX CHELSEA COLOURS XX BOOT by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Workwear & PPE > Boots, Hospitality, Automotive > PPE, Workwear & PPE > PPE, Safety Wear & Equipment > PPE, Hospitality > PPE, PPE, Safety Wear & Equipment, Security, PPE > Workwear, Security > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,32404-5-BlackorBrown,DF-CHELSEA-XX-5,"CRAZY HORSE LEATHER CHELSEA BOOT BLK & BR DROMEX CHELSEA COLOURS XX BOOT, SIZE 3 - Size 5, Colour Black or Brown",,,Dromex,"Size: 5
Colour: Black or Brown",R 894.00,R 859.00,,,,,,,"DROMEX CHELSEA COLOURS XX BOOT by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Workwear & PPE > Boots, Hospitality, Automotive > PPE, Workwear & PPE > PPE, Safety Wear & Equipment > PPE, Hospitality > PPE, PPE, Safety Wear & Equipment, Security, PPE > Workwear, Security > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,32404-6-BlackorBrown,DF-CHELSEA-XX-6,"CRAZY HORSE LEATHER CHELSEA BOOT BLK & BR DROMEX CHELSEA COLOURS XX BOOT, SIZE 3 - Size 6, Colour Black or Brown",,,Dromex,"Size: 6
Colour: Black or Brown",R 894.00,R 859.00,,,,,,,"DROMEX CHELSEA COLOURS XX BOOT by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Workwear & PPE > Boots, Hospitality, Automotive > PPE, Workwear & PPE > PPE, Safety Wear & Equipment > PPE, Hospitality > PPE, PPE, Safety Wear & Equipment, Security, PPE > Workwear, Security > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,32404-7-BlackorBrown,DF-CHELSEA-XX-7,"CRAZY HORSE LEATHER CHELSEA BOOT BLK & BR DROMEX CHELSEA COLOURS XX BOOT, SIZE 3 - Size 7, Colour Black or Brown",,,Dromex,"Size: 7
Colour: Black or Brown",R 894.00,R 859.00,,,,,,,"DROMEX CHELSEA COLOURS XX BOOT by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Workwear & PPE > Boots, Hospitality, Automotive > PPE, Workwear & PPE > PPE, Safety Wear & Equipment > PPE, Hospitality > PPE, PPE, Safety Wear & Equipment, Security, PPE > Workwear, Security > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,32404-8-BlackorBrown,DF-CHELSEA-XX-8,"CRAZY HORSE LEATHER CHELSEA BOOT BLK & BR DROMEX CHELSEA COLOURS XX BOOT, SIZE 3 - Size 8, Colour Black or Brown",,,Dromex,"Size: 8
Colour: Black or Brown",R 894.00,R 859.00,,,,,,,"DROMEX CHELSEA COLOURS XX BOOT by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Workwear & PPE > Boots, Hospitality, Automotive > PPE, Workwear & PPE > PPE, Safety Wear & Equipment > PPE, Hospitality > PPE, PPE, Safety Wear & Equipment, Security, PPE > Workwear, Security > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,32404-9-BlackorBrown,DF-CHELSEA-XX-9,"CRAZY HORSE LEATHER CHELSEA BOOT BLK & BR DROMEX CHELSEA COLOURS XX BOOT, SIZE 3 - Size 9, Colour Black or Brown",,,Dromex,"Size: 9
Colour: Black or Brown",R 894.00,R 859.00,,,,,,,"DROMEX CHELSEA COLOURS XX BOOT by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Workwear & PPE > Boots, Hospitality, Automotive > PPE, Workwear & PPE > PPE, Safety Wear & Equipment > PPE, Hospitality > PPE, PPE, Safety Wear & Equipment, Security, PPE > Workwear, Security > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,32404-10-BlackorBrown,DF-CHELSEA-XX-10,"CRAZY HORSE LEATHER CHELSEA BOOT BLK & BR DROMEX CHELSEA COLOURS XX BOOT, SIZE 3 - Size 10, Colour Black or Brown",,,Dromex,"Size: 10
Colour: Black or Brown",R 894.00,R 859.00,,,,,,,"DROMEX CHELSEA COLOURS XX BOOT by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Workwear & PPE > Boots, Hospitality, Automotive > PPE, Workwear & PPE > PPE, Safety Wear & Equipment > PPE, Hospitality > PPE, PPE, Safety Wear & Equipment, Security, PPE > Workwear, Security > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,32404-11-BlackorBrown,DF-CHELSEA-XX-11,"CRAZY HORSE LEATHER CHELSEA BOOT BLK & BR DROMEX CHELSEA COLOURS XX BOOT, SIZE 3 - Size 11, Colour Black or Brown",,,Dromex,"Size: 11
Colour: Black or Brown",R 894.00,R 859.00,,,,,,,"DROMEX CHELSEA COLOURS XX BOOT by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Workwear & PPE > Boots, Hospitality, Automotive > PPE, Workwear & PPE > PPE, Safety Wear & Equipment > PPE, Hospitality > PPE, PPE, Safety Wear & Equipment, Security, PPE > Workwear, Security > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,32404-12-BlackorBrown,DF-CHELSEA-XX-12,"CRAZY HORSE LEATHER CHELSEA BOOT BLK & BR DROMEX CHELSEA COLOURS XX BOOT, SIZE 3 - Size 12, Colour Black or Brown",,,Dromex,"Size: 12
Colour: Black or Brown",R 894.00,R 859.00,,,,,,,"DROMEX CHELSEA COLOURS XX BOOT by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Workwear & PPE > Boots, Hospitality, Automotive > PPE, Workwear & PPE > PPE, Safety Wear & Equipment > PPE, Hospitality > PPE, PPE, Safety Wear & Equipment, Security, PPE > Workwear, Security > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,32404-13-BlackorBrown,DF-CHELSEA-XX-13,"CRAZY HORSE LEATHER CHELSEA BOOT BLK & BR DROMEX CHELSEA COLOURS XX BOOT, SIZE 3 - Size 13, Colour Black or Brown",,,Dromex,"Size: 13
Colour: Black or Brown",R 894.00,R 859.00,,,,,,,"DROMEX CHELSEA COLOURS XX BOOT by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Workwear & PPE > Boots, Hospitality, Automotive > PPE, Workwear & PPE > PPE, Safety Wear & Equipment > PPE, Hospitality > PPE, PPE, Safety Wear & Equipment, Security, PPE > Workwear, Security > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,32406-3-Black,DF-SS1050-XX-3,"BOXER CHELSEA BOOT BLACK, DROMEX - Size 3, Colour Black",,,Dromex,"Size: 3
Colour: Black",R 415.00,R 399.00,,,,,,,"DROMEX BOXER CHELSEA BOOT BLACK by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Foot protection, Workwear & PPE > PPE, PPE, PPE > Safety & Equipment, Workwear & PPE > Safety Shoes, Safety Wear & Equipment, Workwear & PPE > Shoes, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,32406-4-Black,DF-SS1050-XX-4,"BOXER CHELSEA BOOT BLACK, DROMEX - Size 4, Colour Black",,,Dromex,"Size: 4
Colour: Black",R 415.00,R 399.00,,,,,,,"DROMEX BOXER CHELSEA BOOT BLACK by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Foot protection, Workwear & PPE > PPE, PPE, PPE > Safety & Equipment, Workwear & PPE > Safety Shoes, Safety Wear & Equipment, Workwear & PPE > Shoes, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,32406-5-Black,DF-SS1050-XX-5,"BOXER CHELSEA BOOT BLACK, DROMEX - Size 5, Colour Black",,,Dromex,"Size: 5
Colour: Black",R 415.00,R 399.00,,,,,,,"DROMEX BOXER CHELSEA BOOT BLACK by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Foot protection, Workwear & PPE > PPE, PPE, PPE > Safety & Equipment, Workwear & PPE > Safety Shoes, Safety Wear & Equipment, Workwear & PPE > Shoes, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,32406-6-Black,DF-SS1050-XX-6,"BOXER CHELSEA BOOT BLACK, DROMEX - Size 6, Colour Black",,,Dromex,"Size: 6
Colour: Black",R 415.00,R 399.00,,,,,,,"DROMEX BOXER CHELSEA BOOT BLACK by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Foot protection, Workwear & PPE > PPE, PPE, PPE > Safety & Equipment, Workwear & PPE > Safety Shoes, Safety Wear & Equipment, Workwear & PPE > Shoes, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,32406-7-Black,DF-SS1050-XX-7,"BOXER CHELSEA BOOT BLACK, DROMEX - Size 7, Colour Black",,,Dromex,"Size: 7
Colour: Black",R 415.00,R 399.00,,,,,,,"DROMEX BOXER CHELSEA BOOT BLACK by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Foot protection, Workwear & PPE > PPE, PPE, PPE > Safety & Equipment, Workwear & PPE > Safety Shoes, Safety Wear & Equipment, Workwear & PPE > Shoes, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,32406-8-Black,DF-SS1050-XX-8,"BOXER CHELSEA BOOT BLACK, DROMEX - Size 8, Colour Black",,,Dromex,"Size: 8
Colour: Black",R 415.00,R 399.00,,,,,,,"DROMEX BOXER CHELSEA BOOT BLACK by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Foot protection, Workwear & PPE > PPE, PPE, PPE > Safety & Equipment, Workwear & PPE > Safety Shoes, Safety Wear & Equipment, Workwear & PPE > Shoes, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,32406-9-Black,DF-SS1050-XX-9,"BOXER CHELSEA BOOT BLACK, DROMEX - Size 9, Colour Black",,,Dromex,"Size: 9
Colour: Black",R 415.00,R 399.00,,,,,,,"DROMEX BOXER CHELSEA BOOT BLACK by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Foot protection, Workwear & PPE > PPE, PPE, PPE > Safety & Equipment, Workwear & PPE > Safety Shoes, Safety Wear & Equipment, Workwear & PPE > Shoes, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,32406-10-Black,DF-SS1050-XX-10,"BOXER CHELSEA BOOT BLACK, DROMEX - Size 10, Colour Black",,,Dromex,"Size: 10
Colour: Black",R 415.00,R 399.00,,,,,,,"DROMEX BOXER CHELSEA BOOT BLACK by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Foot protection, Workwear & PPE > PPE, PPE, PPE > Safety & Equipment, Workwear & PPE > Safety Shoes, Safety Wear & Equipment, Workwear & PPE > Shoes, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,32406-11-Black,DF-SS1050-XX-11,"BOXER CHELSEA BOOT BLACK, DROMEX - Size 11, Colour Black",,,Dromex,"Size: 11
Colour: Black",R 415.00,R 399.00,,,,,,,"DROMEX BOXER CHELSEA BOOT BLACK by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Foot protection, Workwear & PPE > PPE, PPE, PPE > Safety & Equipment, Workwear & PPE > Safety Shoes, Safety Wear & Equipment, Workwear & PPE > Shoes, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,32406-12-Black,DF-SS1050-XX-12,"BOXER CHELSEA BOOT BLACK, DROMEX - Size 12, Colour Black",,,Dromex,"Size: 12
Colour: Black",R 415.00,R 399.00,,,,,,,"DROMEX BOXER CHELSEA BOOT BLACK by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Foot protection, Workwear & PPE > PPE, PPE, PPE > Safety & Equipment, Workwear & PPE > Safety Shoes, Safety Wear & Equipment, Workwear & PPE > Shoes, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,32406-13-Black,DF-SS1050-XX-13,"BOXER CHELSEA BOOT BLACK, DROMEX - Size 13, Colour Black",,,Dromex,"Size: 13
Colour: Black",R 415.00,R 399.00,,,,,,,"DROMEX BOXER CHELSEA BOOT BLACK by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Foot protection, Workwear & PPE > PPE, PPE, PPE > Safety & Equipment, Workwear & PPE > Safety Shoes, Safety Wear & Equipment, Workwear & PPE > Shoes, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,32408-3-Black,DF-FLASH-3-Dro1,"FLASHTREAD ARC BOOT, DROMEX - Size 3, Colour Black",,,Dromex,"Size: 3
Colour: Black","R 1,430.00","R 1,375.00",,,,,,,"DROMEX FLASHTREAD ARC BOOT, by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Boots, Workwear & PPE > PPE, Workwear & PPE > Workwear, Workwear & PPE"
simple,32408-4-Black,DF-FLASH-3-Dro1,"FLASHTREAD ARC BOOT, DROMEX - Size 4, Colour Black",,,Dromex,"Size: 4
Colour: Black","R 1,430.00","R 1,375.00",,,,,,,"DROMEX FLASHTREAD ARC BOOT, by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Boots, Workwear & PPE > PPE, Workwear & PPE > Workwear, Workwear & PPE"
